0,1,2,3,4
Guﾃｰni Jﾃｳhannesson,55,Iceland,,
Toomas Hendrik Ilves,75,Estonia,,
Andrus Ansip,56,Estonia,,
-,-,-,,
Arvo Pﾃ､rt,65,Estonia,,
Arnold Rﾃｼﾃｼtel,52,Estonia,,
-,-,-,,
Birgit ﾃ・Eigemeel,64,Estonia,,
Kaja Kallas,70,Estonia,,
Kersti Kaljulaid,85,Estonia,,
Jﾃｼri Ratas,57,Estonia,,
Latvians,65,Latvia,,
Valdis Dombrovskis,51,Latvia,,
-,-,-,,
-,-,-,,
Vaira Vﾄｫﾄｷe-Freiberga,55,Latvia,,
Valdis Zatlers,57,Latvia,,
Mikhail Baryshnikov,57,Latvia,,
Raimonds Vﾄ・Ejonis,55,Latvia,,
Oleksandr Turchynov,62,Ukraine,,
Vitaliy Klitschko,57,Ukraine,,
Andriy Shevchenko,80,Ukraine,,
Sofia Rotaru,76,Ukraine,,
Anatolii Tymoshchuk,52,Ukraine,,
Yulia Tymoshenko,101,Ukraine,,
Mykola Azarov,55,Ukraine,,
Petro Poroshenko,104,Ukraine,,
Ruslana,70,Ukraine,,
Olga Kurylenko,59,Ukraine,,
Sergei Bubka,67,Ukraine,,
Oleh Blokhin,60,Ukraine,,
Leonid Kravchuk,64,Ukraine,,
Sergey Karjakin,53,Ukraine,,
-,-,-,,
Ani Lorak,52,Ukraine,,
Andriy Yarmolenko,51,Ukraine,,
Oleh Protasov,55,Ukraine,,
Arseniy Yatsenyuk,57,Ukraine,,
-,-,-,,
Leonid Kuchma,77,Ukraine,,
Natasha Korolyova,52,Ukraine,,
Viktor Yanukovych,101,Ukraine,,
Viktor Yushchenko,94,Ukraine,,
Jamala,77,Ukraine,,
Volodymyr Zelenskyi,112,Ukraine,,
Natalia Poklonskaya,59,Ukraine,,
Tayanna,66,Ukraine,,
Miloﾅ｡ Zeman,86,Czech Republic,,
Tomﾃ｡ﾅ｡ Rosickﾃｽ,61,Czech Republic,,
Petra Kvitovﾃ｡,58,Czech Republic,,
Petr Neﾄ・Eas,51,Czech Republic,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Martina Navratilova,92,Czech Republic,,
Vﾃ｡clav Klaus,82,Czech Republic,,
Milan Kundera,101,Czech Republic,,
Pavel Nedvﾄ・Ed,60,Czech Republic,,
Milan Baroﾅ｡,57,Czech Republic,,
-,-,-,,
-,-,-,,
Ewa Farna,53,Czech Republic,,
Petr ﾄ・Eech,69,Czech Republic,,
Silvia Saint,51,Czech Republic,,
Andrej Babiﾅ｡,59,Czech Republic,,
Ivan Gaﾅ｡paroviﾄ・E,59,Slovakia,,
Robert Fico,62,Slovakia,,
Slovaks,71,Slovakia,,
Martin ﾅkrtel,53,Slovakia,,
Marek Hamﾅ｡ﾃｭk,62,Slovakia,,
Andrej Babiﾅ｡,59,Slovakia,,
Andrej Kiska,65,Slovakia,,
Zuzana ﾄ・Eaputovﾃ｡,87,Slovakia,,
Danilo Tﾃｼrk,55,Slovenia,,
Janez Janﾅ｡a,66,Slovenia,,
-,-,-,,
Slavoj ﾅｽiﾅｾek,86,Slovenia,,
Borut Pahor,78,Slovenia,,
Samir Handanoviﾄ・E,53,Slovenia,,
Milivoje Novakoviﾄ・E,51,Slovenia,,
Melania Trump,100,Slovenia,,
Duncan Haldane,59,Slovenia,,
Jan Oblak,55,Slovenia,,
Maia Sandu,70,Moldova,,
Traian Bﾄ・Esescu,76,Moldova,,
Nicolae Nasoc,58,Moldova,,
-,-,-,,
Igor Dodon,56,Moldova,,
Inna,53,Romania,,
-,-,-,,
-,-,-,,
Nadia Comﾄ・Eneci,79,Romania,,
Herta Mﾃｼller,117,Romania,,
-,-,-,,
Traian Bﾄ・Esescu,76,Romania,,
Nicolae Nasoc,58,Romania,,
Victor Ponta,55,Romania,,
-,-,-,,
Stefan Hell,55,Romania,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Ion Iliescu,56,Romania,,
Gheorghe Hagi,63,Romania,,
Harvey Keitel,61,Romania,,
-,-,-,,
Adrian Mutu,52,Romania,,
-,-,-,,
Simona Halep,61,Romania,,
Emil Boc,55,Romania,,
Klaus Johannis,80,Romania,,
-,-,-,,
Maia Sandu,70,Romania,,
-,-,-,,
Georgi Parvanov,64,Bulgaria,,
Boyko Borisov,72,Bulgaria,,
-,-,-,,
Anna-Maria Ravnopolska-Dean,53,Bulgaria,,
-,-,-,,
-,-,-,,
Julia Kristeva,65,Bulgaria,,
Dimitar Berbatov,61,Bulgaria,,
Veselin Topalov,60,Bulgaria,,
Nina Dobrev,72,Bulgaria,,
Hristo Stoichkov,69,Bulgaria,,
-,-,-,,
-,-,-,,
Irina Bokova,51,Bulgaria,,
Rosen Plevneliev,53,Bulgaria,,
-,-,-,,
Simeon II of Bulgaria,58,Bulgaria,,
Rumen Radev,65,Bulgaria,,
Gjorge Ivanov,66,North Macedonia,,
Nikola Gruevski,53,North Macedonia,,
Branko Crvenkovski,52,North Macedonia,,
Kaliopi,61,North Macedonia,,
Stevo Pendarovski,55,North Macedonia,,
-,-,-,,
Masiela Lusha,83,Albania,,
-,-,-,,
Bamir Topi,60,Albania,,
Bujar Nishani,61,Albania,,
Sali Berisha,66,Albania,,
Jim Belushi,54,Albania,,
-,-,-,,
Ismail Kadare,70,Albania,,
Eliza Dushku,51,Albania,,
Edi Rama,73,Albania,,
Ilir Meta,55,Albania,,
Nikola Kaliniﾄ・E,51,Croatia,,
Domagoj Vida,51,Croatia,,
Goran Viﾅ｡njiﾄ・E,56,Croatia,,
Dejan Lovren,60,Croatia,,
Danijel Subaﾅ｡iﾄ・E,53,Croatia,,
ﾅime Vrsaljko,51,Croatia,,
Luka Modriﾄ・E,96,Croatia,,
Slaven Biliﾄ・E,51,Croatia,,
Garry Kasparov,111,Croatia,,
Ivo Sanader,57,Croatia,,
Ivo Josipoviﾄ・E,68,Croatia,,
Jadranka Kosor,53,Croatia,,
Zoran Milanoviﾄ・E,61,Croatia,,
-,-,-,,
Ivan Rakitiﾄ・E,76,Croatia,,
Stjepan Mesiﾄ・E,69,Croatia,,
Ivica Oliﾄ・E,57,Croatia,,
Nina Badriﾄ・E,62,Croatia,,
Niko Kovaﾄ・E,51,Croatia,,
Ivan Periﾅ｡iﾄ・E,66,Croatia,,
Eduardo da Silva,52,Croatia,,
-,-,-,,
Darijo Srna,60,Croatia,,
Mario Mandﾅｾukiﾄ・E,74,Croatia,,
Davor ﾅuker,62,Croatia,,
Vedran ﾄ・Eorluka,57,Croatia,,
Bleona,64,Albania,,
Mateo Kovaﾄ・Eiﾄ・E,59,Croatia,,
Kolinda Grabar-Kitaroviﾄ・E,103,Croatia,,
Andrej Plenkoviﾄ・E,55,Croatia,,
Lorde,67,Croatia,,
Ratko Mladiﾄ・E,74,Bosnia and Herzegovina,,
Radovan Karadﾅｾiﾄ・E,84,Bosnia and Herzegovina,,
Miralem Pjaniﾄ・E,56,Bosnia and Herzegovina,,
Dragan ﾄ・Eokanoviﾄ・E,51,Bosnia and Herzegovina,,
Edin Dﾅｾeko,64,Bosnia and Herzegovina,,
-,-,-,,
Ivica Osim,52,Bosnia and Herzegovina,,
Ilham Aliyev,114,Azerbaijan,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Nikos Anastasiades,70,Cyprus,,
-,-,-,,
Katie Melua,54,Georgia,,
-,-,-,,
Nona Gaprindashvili,51,Georgia,,
Salome Zurabishvili,69,Georgia,,
-,-,-,,
-,-,-,,
Ilia II of Georgia,53,Georgia,,
Giorgi Marghvilashvili,71,Georgia,,
Nursultan Nazarbayev,105,Kazakhstan,,
Kassym-Jomart Tokayev,73,Kazakhstan,,
Marie Louise Coleiro Preca,55,Malta,,
Benedict XVI,191,Vatican City,,
-,-,-,,
"Albert II, Prince of Monaco",82,Monaco,,
-,-,-,,
Filip Vujanoviﾄ・E,67,Montenegro,,
-,-,-,,
Thaksin Shinawatra,72,Montenegro,,
-,-,-,,
Milo ﾄ・Eukanoviﾄ・E,62,Montenegro,,
Charles Leclerc,52,Monaco,,
Novak Djokovic,145,Serbia,,
"Hans-Adam II, Prince of Liechtenstein",72,Liechtenstein,,
Jelena Jankoviﾄ・E,56,Serbia,,
Ana Ivanovic,66,Serbia,,
Vojislav Koﾅ｡tunica,55,Serbia,,
Marina Abramoviﾄ・E,54,Serbia,,
Tomislav Nikoliﾄ・E,70,Serbia,,
Yingluck Shinawatra,80,Serbia,,
Victor Ponta,55,Serbia,,
Steven Seagal,127,Serbia,,
Aleksandar Mitroviﾄ・E,53,Serbia,,
Emir Kusturica,75,Serbia,,
Dragan ﾄ・Eokanoviﾄ・E,51,Serbia,,
Nemanja Vidiﾄ・E,70,Serbia,,
Branislav Ivanoviﾄ・E,63,Serbia,,
Dejan Stankoviﾄ・E,55,Serbia,,
Aleksandar Kolarov,51,Serbia,,
Aleksandar Vuﾄ・Eiﾄ・E,78,Serbia,,
Marija ﾅerifoviﾄ・E,54,Serbia,,
Dragan Stojkoviﾄ・E,58,Serbia,,
Nemanja Matiﾄ・E,52,Serbia,,
-,-,-,,
Boris Tadiﾄ・E,72,Serbia,,
-,-,-,,
Ana Brnabiﾄ・E,60,Serbia,,
Scarlett Johansson,138,Denmark,,
0,,0,,
